Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
16-August-2013,13.38,13.38,12.66,12.73,12.911338523355097940,796400,2596,10282590.00,323820,40.66,0.72,-0.65
14-August-2013,13.74,13.74,13.21,13.26,13.417045116399364816,719162,1992,9649029.00,309743,43.07,0.53,-0.48
13-August-2013,13.50,13.70,13.28,13.34,13.480187706835750315,967253,2651,13038752.00,316549,32.73,0.42,-0.16
12-August-2013,13.58,13.70,13.17,13.40,13.446966899948245113,1213412,2947,16316711.00,609625,50.24,0.53,-0.18
8-August-2013,12.50,13.15,12.45,13.11,12.846028319737950993,1006224,2826,12925982.00,285644,28.39,0.70,0.61
7-August-2013,12.40,12.60,12.17,12.45,12.433453578361983198,722691,2208,8985545.00,234229,32.41,0.43,0.05
6-August-2013,12.40,12.65,11.84,12.27,12.194364318060086672,1026850,3242,12521783.00,281338,27.40,0.81,-0.13
5-August-2013,13.60,13.60,12.12,12.24,12.478795780566447130,938799,3587,11715081.00,387345,41.26,1.48,-1.36
2-August-2013,13.09,13.15,12.55,12.77,12.795935781622336972,955116,2767,12221603.00,380568,39.85,0.60,-0.32
1-August-2013,13.50,13.50,12.65,12.74,12.968782285629365433,1682250,3974,21816734.00,442223,26.29,0.85,-0.76
31-July-2013,13.90,13.90,12.85,13.55,13.366638354549614759,1123194,2600,15013328.00,374468,33.34,1.05,-0.35
30-July-2013,14.40,14.40,13.50,13.60,13.828065832685847647,692422,2205,9574857.00,304448,43.97,0.90,-0.80
29-July-2013,14.55,14.55,14.25,14.30,14.395833114281808909,380428,1320,5476578.00,135882,35.72,0.30,-0.25
26-July-2013,14.40,14.70,14.25,14.50,14.453750400171192599,1177621,2689,17021040.00,328151,27.87,0.45,0.10
25-July-2013,14.30,14.45,14.10,14.20,14.275292329109426467,1716815,3715,24508036.00,812491,47.33,0.35,-0.10
24-July-2013,15.10,15.10,14.40,14.50,14.561371046112471830,1287309,3244,18744984.00,695879,54.06,0.70,-0.60
23-July-2013,15.00,15.20,14.80,14.85,14.963710618119869572,737268,1834,11032265.00,316008,42.86,0.40,-0.15
22-July-2013,15.35,15.50,14.90,14.95,15.166360975667689265,1347221,3732,20432440.00,576940,42.82,0.60,-0.40
19-July-2013,15.50,15.75,15.20,15.25,15.368711481391063219,970797,2843,14919899.00,409478,42.18,0.55,-0.25
18-July-2013,16.25,16.50,15.25,15.40,15.624594388503811308,1458292,5419,22785221.00,674580,46.26,1.25,-0.85
17-July-2013,16.00,16.55,15.80,16.10,16.161392556779052538,1772969,4954,28653648.00,670347,37.81,0.75,0.10
16-July-2013,17.30,17.30,15.65,15.80,16.216100953036353015,3124225,9328,50662748.00,1201586,38.46,1.65,-1.50
15-July-2013,17.80,18.05,17.35,17.45,17.511076435590486356,1044605,3142,18292158.00,484927,46.42,0.70,-0.35
12-July-2013,18.40,18.60,17.70,17.90,18.004160097917277329,1009832,5335,18181177.00,467507,46.30,0.90,-0.50
11-July-2013,18.65,18.80,18.40,18.50,18.573812501079039987,405453,1353,7530808.00,133640,32.96,0.40,-0.15
10-July-2013,18.75,18.80,18.35,18.40,18.501033461817775543,411723,1906,7617301.00,219227,53.25,0.45,-0.35
9-July-2013,18.75,18.80,18.45,18.70,18.630845442118986589,474793,1992,8845795.00,138519,29.17,0.35,-0.05
8-July-2013,19.20,19.20,18.35,18.65,18.679076918534390942,948302,2053,17713406.00,379334,40.00,0.85,-0.55
5-July-2013,18.80,18.90,18.35,18.50,18.557150008612957932,1236509,6061,22946083.00,486222,39.32,0.55,-0.30
4-July-2013,20.05,20.05,18.50,18.60,18.886760668860127422,2040307,5241,38534790.00,937390,45.94,1.55,-1.45
3-July-2013,20.15,20.40,19.85,20.15,20.043693040802144346,251825,895,5047503.00,84944,33.73,0.55,0.00
2-July-2013,20.60,20.60,20.15,20.20,20.313342122895368188,462670,1712,9398374.00,197377,42.66,0.45,-0.40
1-July-2013,20.25,20.75,20.10,20.65,20.494237415314463820,693005,1273,14202609.00,215046,31.03,0.65,0.40
28-June-2013,20.10,20.45,20.00,20.10,20.140286277631757788,566513,4812,11409734.00,238383,42.08,0.45,0.00
27-June-2013,20.15,20.75,19.70,19.80,20.047601198204607154,626938,2031,12568603.00,214663,34.24,1.05,-0.35
26-June-2013,20.75,20.90,19.90,20.00,20.206078387600854673,438998,1679,8870428.00,159557,36.35,1.00,-0.75
25-June-2013,20.65,20.95,19.75,20.60,20.391069244223931956,524838,4094,10702008.00,123922,23.61,1.20,-0.05
24-June-2013,21.25,21.25,20.35,20.55,20.605409530360760752,372158,1778,7668468.00,130748,35.13,0.90,-0.70
21-June-2013,21.55,21.85,21.05,21.25,21.361821346358991634,267165,1174,5707131.00,76827,28.76,0.80,-0.30
20-June-2013,22.10,22.10,21.55,21.75,21.796202443765620660,230464,1033,5023240.00,112579,48.85,0.55,-0.35
19-June-2013,22.15,22.30,21.95,22.15,22.135004414417872634,130255,835,2883195.00,27062,20.78,0.35,0.00
18-June-2013,22.35,22.40,22.05,22.15,22.208249310497845832,178027,860,3953668.00,73223,41.13,0.35,-0.20
17-June-2013,22.25,22.50,21.95,22.30,22.280797773654916512,129360,503,2882244.00,57258,44.26,0.55,0.05
14-June-2013,21.50,22.50,21.50,22.40,22.099570635810053603,296252,1041,6547042.00,97204,32.81,1.00,0.90
13-June-2013,21.25,21.60,20.90,21.45,21.238964941815819008,270864,713,5752871.00,96521,35.63,0.70,0.20
12-June-2013,21.10,21.40,21.00,21.15,21.156836998788267729,236851,696,5011018.00,86156,36.38,0.40,0.05
11-June-2013,22.25,22.40,21.00,21.10,21.329851898306720054,621870,1859,13264395.00,272975,43.90,1.40,-1.15
10-June-2013,23.10,23.45,22.15,22.40,22.731110994754722443,324673,1150,7380178.00,98753,30.42,1.30,-0.70
7-June-2013,23.70,23.75,22.95,23.10,23.367423918134250562,198569,662,4640046.00,81670,41.13,0.80,-0.60
6-June-2013,23.75,24.05,23.50,23.80,23.789869772501839823,156265,707,3717524.00,43600,27.90,0.55,0.05
5-June-2013,23.55,24.10,23.50,23.85,23.883783509175589882,305103,1018,7287014.00,104621,34.29,0.60,0.30
4-June-2013,23.10,23.65,23.10,23.50,23.468919324724837121,229773,567,5392524.00,67185,29.24,0.55,0.40
3-June-2013,23.45,23.70,23.15,23.35,23.266301554035351338,252890,633,5883815.00,88076,34.83,0.55,-0.10
31-May-2013,24.25,24.35,23.55,23.70,23.766689546441648374,426869,1065,10145263.00,108122,25.33,0.80,-0.55
30-May-2013,24.00,24.55,23.90,24.35,24.231535329247586271,459973,1088,11145852.00,166390,36.17,0.65,0.35
29-May-2013,24.00,24.15,23.70,23.90,23.886815375662200997,333358,690,7962861.00,113058,33.91,0.45,-0.10
28-May-2013,23.95,24.15,23.80,23.90,23.947684576969182248,226071,664,5413877.00,88694,39.23,0.35,-0.05
27-May-2013,22.50,23.90,22.50,23.80,23.551873164030003762,289697,744,6822907.00,74515,25.72,1.40,1.30
24-May-2013,23.00,23.40,22.95,23.15,23.129844684014547598,230691,498,5335847.00,73976,32.07,0.45,0.15
23-May-2013,23.05,23.10,22.70,22.90,22.896531094088864673,187206,622,4286368.00,50358,26.90,0.40,-0.15
22-May-2013,23.80,23.80,23.05,23.10,23.345459331697863807,178542,588,4168145.00,57166,32.02,0.75,-0.70
21-May-2013,24.20,24.20,23.50,23.60,23.785389186032499374,215758,587,5131888.00,83185,38.55,0.70,-0.60
20-May-2013,23.25,24.50,23.25,23.95,24.073211610825738981,1409271,2374,33925679.00,614135,43.58,1.25,0.70
17-May-2013,23.25,23.50,23.15,23.25,23.318570430662698171,263408,860,6142298.00,134979,51.24,0.35,0.00
16-May-2013,22.55,23.50,22.55,23.40,23.112250326304731905,667321,1840,15423290.00,299192,44.83,0.95,0.85
15-May-2013,22.05,22.60,22.05,22.50,22.482993248439018795,531877,666,11958187.00,401633,75.51,0.55,0.45
14-May-2013,22.05,22.30,22.05,22.20,22.202069395433749290,179666,552,3988957.00,75176,41.84,0.25,0.15
13-May-2013,22.50,22.50,22.05,22.10,22.172050578647237129,250066,753,5544476.00,150950,60.36,0.45,-0.40
11-May-2013,22.45,22.55,22.10,22.45,22.379957356076759061,49245,205,1102101.00,26585,53.99,0.45,0.00
10-May-2013,22.80,23.15,21.90,22.40,22.545656176171458131,1196607,2357,26978290.00,183828,15.36,1.25,-0.40
9-May-2013,22.75,22.85,22.55,22.65,22.681124707107524082,172845,416,3920319.00,104828,60.65,0.30,-0.10
8-May-2013,23.10,23.30,22.75,22.85,22.958775668345602479,154860,492,3555396.00,73147,47.23,0.55,-0.25
7-May-2013,22.75,23.40,22.50,23.25,22.969035550881956383,539199,1121,12384881.00,251253,46.60,0.90,0.50
6-May-2013,22.65,22.85,22.55,22.60,22.664836560974281721,110194,483,2497529.00,48799,44.28,0.30,-0.05
3-May-2013,23.00,23.05,22.55,22.60,22.741510233346369443,184104,658,4186803.00,51505,27.98,0.50,-0.40
2-May-2013,22.95,23.15,22.85,22.95,22.970770976852218439,189435,754,4351468.00,81682,43.12,0.30,0.00
30-April-2013,22.50,23.20,22.00,22.80,22.552935600690253011,493732,1014,11135106.00,242215,49.06,1.20,0.30
29-April-2013,22.25,22.80,22.25,22.50,22.579762246338897421,177747,515,4013485.00,52165,29.35,0.55,0.25
26-April-2013,22.80,22.80,22.15,22.45,22.409602211729386169,210514,791,4717535.00,106883,50.77,0.65,-0.35
25-April-2013,22.80,22.95,22.30,22.50,22.587522974639023984,264422,713,5972638.00,119849,45.32,0.65,-0.30
23-April-2013,22.60,22.85,22.40,22.75,22.651542504954153091,238184,690,5395235.00,119743,50.27,0.45,0.15
22-April-2013,22.55,22.65,22.30,22.55,22.512803283016151095,291683,710,6566602.00,126240,43.28,0.35,0.00
18-April-2013,22.05,22.65,22.05,22.40,22.414342921188841515,355102,949,7959378.00,108135,30.45,0.60,0.35
17-April-2013,22.50,22.60,21.90,22.10,22.196074155897991311,417337,881,9263243.00,95757,22.94,0.70,-0.40
16-April-2013,22.00,22.35,21.80,22.30,22.162968766258010417,326762,861,7242016.00,100817,30.85,0.55,0.30
15-April-2013,22.10,22.35,21.75,22.05,22.052406900019497378,292347,664,6446955.00,106157,36.31,0.60,-0.05
12-April-2013,22.05,22.20,21.70,21.90,21.967525716310326601,172167,706,3782083.00,71458,41.51,0.50,-0.15
11-April-2013,21.85,22.05,21.60,21.95,21.824061816425669725,176005,831,3841144.00,52084,29.59,0.45,0.10
10-April-2013,21.95,22.00,21.60,21.85,21.803667593697400835,220417,774,4805899.00,74441,33.77,0.40,-0.10
9-April-2013,22.25,22.50,21.75,21.85,22.066929392115208977,198179,737,4373202.00,71023,35.84,0.75,-0.40
8-April-2013,23.00,23.00,22.10,22.10,22.223779132234473948,201967,688,4488470.00,55534,27.50,0.90,-0.90
5-April-2013,22.00,22.30,21.95,22.20,22.131148064387388585,187925,516,4158996.00,44925,23.91,0.35,0.20
4-April-2013,22.20,22.20,21.80,22.00,21.969878360091037706,260112,787,5714629.00,96568,37.13,0.40,-0.20
3-April-2013,22.40,22.75,22.20,22.30,22.506266589073566775,211359,621,4756902.00,50032,23.67,0.55,-0.10
2-April-2013,22.15,22.50,22.00,22.45,22.287123711340206185,291000,673,6485553.00,128843,44.28,0.50,0.30
1-April-2013,21.80,22.30,21.80,22.15,22.064271484080375766,192247,1003,4241790.00,97831,50.89,0.50,0.35
28-March-2013,22.25,22.70,21.80,21.95,22.272442641125706901,697233,1637,15529082.00,280801,40.27,0.90,-0.30
26-March-2013,22.30,22.45,22.00,22.10,22.238039625879700622,196942,833,4379604.00,87652,44.51,0.45,-0.20
25-March-2013,23.00,23.20,22.35,22.50,22.871317829457364341,275415,868,6299104.00,118429,43.00,0.85,-0.50
22-March-2013,23.00,23.00,22.60,22.95,22.842147402132232101,237310,724,5420670.00,89756,37.82,0.40,-0.05
21-March-2013,23.30,23.30,22.50,22.90,22.805054734238903133,439944,1153,10032947.00,202853,46.11,0.80,-0.40
20-March-2013,23.10,23.20,22.55,22.65,22.728998961111549887,329198,835,7482341.00,99940,30.36,0.65,-0.45
19-March-2013,22.80,23.35,22.80,23.10,23.095052840289919783,452401,1167,10448225.00,178371,39.43,0.55,0.30
18-March-2013,22.50,23.00,22.45,22.80,22.733957825110161892,207422,680,4715523.00,68706,33.12,0.55,0.30
15-March-2013,22.80,23.05,22.50,22.65,22.772432913472070098,292160,839,6653194.00,99943,34.21,0.55,-0.15
14-March-2013,22.70,22.95,22.35,22.75,22.653297638164856918,460193,1184,10424889.00,132774,28.85,0.60,0.05
13-March-2013,23.25,23.25,22.65,22.70,22.846357393308096991,351081,986,8020922.00,157982,45.00,0.60,-0.55
12-March-2013,23.70,23.85,23.20,23.25,23.430076048616990347,2187548,555,51254416.00,2056864,94.03,0.65,-0.45
11-March-2013,23.95,24.20,23.50,23.60,23.721063592631702452,340920,843,8086985.00,100459,29.47,0.70,-0.35
8-March-2013,23.40,24.10,23.40,23.95,23.817969452749449745,659241,1472,15701782.00,240202,36.44,0.70,0.55
7-March-2013,23.25,23.40,23.05,23.25,23.207614167816772737,357938,753,8306887.00,99811,27.88,0.35,0.00
6-March-2013,23.40,23.50,23.00,23.30,23.010713868487217573,12300599,734,283045564.00,12033752,97.83,0.50,-0.10
5-March-2013,22.60,23.25,22.60,23.20,23.001225333836808776,10463271,1324,240668054.00,10111084,96.63,0.65,0.60
4-March-2013,23.05,23.50,22.40,22.50,22.796143551763967195,466647,1118,10637752.00,186369,39.94,1.10,-0.55
1-March-2013,22.50,23.35,22.25,23.20,22.882721381551992570,585776,1420,13404149.00,241134,41.16,1.10,0.70
28-February-2013,23.20,23.25,22.05,22.20,22.712376052385406922,748300,1761,16995671.00,216954,28.99,1.20,-1.00
27-February-2013,22.70,23.00,22.30,22.75,22.671562216865822178,467976,1204,10609747.00,156957,33.54,0.70,0.05
26-February-2013,23.10,23.15,22.50,22.65,22.703064116188452001,654936,1086,14869054.00,325802,49.75,0.65,-0.45
25-February-2013,22.95,23.40,22.80,23.30,23.213708019191226867,459585,916,10668672.00,215055,46.79,0.60,0.35
22-February-2013,22.85,23.15,22.70,22.90,22.996070211084578839,9323656,799,214407448.00,9099699,97.60,0.45,0.05
21-February-2013,23.40,23.40,22.65,22.70,22.863034322413431669,419784,1032,9597536.00,193220,46.03,0.75,-0.70
20-February-2013,23.20,23.60,23.15,23.40,23.371141548565502938,462880,973,10818034.00,96263,20.80,0.45,0.20
19-February-2013,22.80,23.45,22.80,23.05,23.007236382696935362,5110979,967,117589502.00,4809681,94.10,0.65,0.25
18-February-2013,23.00,23.50,22.85,23.15,23.107548672832393110,399196,1011,9224441.00,110522,27.69,0.65,0.15
15-February-2013,22.55,22.80,22.30,22.70,22.593161918549882495,504235,1498,11392263.00,141390,28.04,0.50,0.15
14-February-2013,23.15,23.20,22.55,22.70,22.769378207374126666,436689,1493,9943137.00,160189,36.68,0.65,-0.45
13-February-2013,23.50,23.75,23.00,23.10,23.448945944299920826,459748,1499,10780606.00,170314,37.05,0.75,-0.40
12-February-2013,23.50,23.60,23.15,23.35,23.366910364606596299,255234,1006,5964030.00,100804,39.49,0.45,-0.15
11-February-2013,23.40,24.10,23.30,23.45,23.516095129223997770,455759,1487,10717672.00,196578,43.13,0.80,0.05
8-February-2013,24.90,25.05,23.25,23.70,24.258850097656250000,753664,2124,18283022.00,354101,46.98,1.80,-1.20
7-February-2013,25.00,25.15,24.75,24.90,24.944058502067060422,634234,789,15820370.00,339964,53.60,0.40,-0.10
6-February-2013,25.10,25.50,25.00,25.10,25.244871549164546213,3391570,1135,85619749.00,3116709,91.90,0.50,0.00
5-February-2013,24.85,25.25,24.55,25.15,25.012877487316338442,1823803,1399,45618561.00,1389944,76.21,0.70,0.30
4-February-2013,24.80,25.35,24.65,24.85,24.916973770308368543,411099,984,10243343.00,106459,25.90,0.70,0.05
1-February-2013,24.40,24.80,24.25,24.65,24.613068155468874793,776284,1561,19106731.00,340894,43.91,0.55,0.25
31-January-2013,24.70,24.90,24.25,24.45,24.466251456558720346,320962,937,7852737.00,122749,38.24,0.65,-0.25
30-January-2013,24.95,25.10,24.65,24.80,24.841406335678140030,510632,1255,12684817.00,214445,42.00,0.45,-0.15
29-January-2013,24.90,25.25,24.75,24.80,24.955944924663137528,462058,1489,11531094.00,192272,41.61,0.50,-0.10
28-January-2013,25.25,25.40,24.75,24.90,25.008576071256620125,631408,2207,15790615.00,240253,38.05,0.65,-0.35
25-January-2013,24.00,25.15,22.25,25.00,24.334356896742270464,1429646,3375,34789516.00,470369,32.90,2.90,1.00
24-January-2013,24.90,24.90,24.25,24.40,24.471139911615119931,1199979,1950,29364854.00,506408,42.20,0.65,-0.50
23-January-2013,25.60,25.70,24.95,25.00,25.148563707108043895,1007211,3259,25329910.00,456437,45.32,0.75,-0.60
22-January-2013,26.25,26.40,25.50,25.60,26.200217383512544802,5580000,2184,146197213.00,5217121,93.50,0.90,-0.65
21-January-2013,26.30,26.45,26.00,26.30,26.195111541147049499,482647,1040,12642992.00,265520,55.01,0.45,0.00
18-January-2013,26.70,26.80,26.15,26.25,26.528799432359069785,10461543,1584,277532176.00,10080359,96.36,0.65,-0.45
17-January-2013,27.20,27.20,26.50,26.65,26.728004635913648298,3201095,1511,85558882.00,2939094,91.82,0.70,-0.55
16-January-2013,26.70,26.85,26.40,26.70,26.678799884753586148,669869,945,17871301.00,359333,53.64,0.45,0.00
15-January-2013,27.00,27.30,26.25,26.45,26.689560842228691573,791424,1877,21122759.00,318374,40.23,1.05,-0.55
14-January-2013,26.60,27.00,26.50,26.95,26.815712067500659186,341330,849,9153007.00,169055,49.53,0.50,0.35
11-January-2013,27.10,27.60,26.40,26.60,27.162307306310095710,1084104,2018,29446766.00,310654,28.66,1.20,-0.50
10-January-2013,26.95,27.35,26.85,27.00,27.133783672990391432,622049,1416,16878543.00,172672,27.76,0.50,0.05
9-January-2013,26.70,27.05,26.65,26.75,26.840278452204474365,545731,1073,14647572.00,207071,37.94,0.40,0.05
8-January-2013,26.60,26.80,26.30,26.70,26.568487709053364129,298309,1286,7925619.00,158955,53.29,0.50,0.10
7-January-2013,26.70,26.90,26.55,26.60,26.701061146857187569,498423,1239,13308423.00,220203,44.18,0.35,-0.10
4-January-2013,27.30,27.50,26.55,26.70,26.773438868213660245,730880,1711,19568171.00,259995,35.57,0.95,-0.60
3-January-2013,27.35,27.75,27.10,27.20,27.403046301232027983,801037,1343,21950854.00,298761,37.30,0.65,-0.15
2-January-2013,27.55,27.90,27.25,27.35,27.573427573595408049,685199,1289,18893285.00,199508,29.12,0.65,-0.20
1-January-2013,27.25,27.50,27.20,27.30,27.342985000414353194,241340,792,6598956.00,110752,45.89,0.30,0.05
31-December-2012,27.05,27.15,26.90,26.95,27.028237672339820698,379918,1059,10268514.00,128897,33.93,0.25,-0.10
28-December-2012,26.85,27.10,26.75,26.90,26.906146750110064639,243039,994,6539243.00,89650,36.89,0.35,0.05
27-December-2012,27.00,27.10,26.35,26.85,26.698063472864955826,608512,1400,16246092.00,186280,30.61,0.75,-0.15
26-December-2012,26.75,26.95,26.60,26.80,26.796406785927006099,194756,875,5218761.00,86565,44.45,0.35,0.05
24-December-2012,27.10,27.30,26.50,26.55,26.661841792542516108,302944,1128,8077045.00,128915,42.55,0.80,-0.55
21-December-2012,27.10,27.30,26.70,27.05,27.028810180734674174,240297,801,6494942.00,120734,50.24,0.60,-0.05
20-December-2012,27.90,28.00,27.15,27.30,27.407205306949338206,539519,859,14786708.00,305171,56.56,0.85,-0.60
19-December-2012,27.60,28.05,27.60,27.80,27.859172006492532935,460221,1144,12821376.00,149670,32.52,0.45,0.20
18-December-2012,27.50,27.95,27.40,27.55,27.676835168604010239,326564,1839,9038258.00,108866,33.34,0.55,0.05
17-December-2012,27.50,27.80,27.25,27.55,27.606611582103254866,418266,1277,11546907.00,131702,31.49,0.55,0.05
14-December-2012,27.00,27.75,26.90,27.40,27.353440832249674902,769000,1456,21034796.00,174964,22.75,0.85,0.40
13-December-2012,26.60,27.65,26.60,26.95,27.157736081817820048,703612,1774,19108509.00,229128,32.56,1.05,0.35
12-December-2012,26.70,27.10,26.40,26.50,26.688528212935225654,447986,1598,11956087.00,130747,29.19,0.70,-0.20
11-December-2012,27.65,27.65,26.45,26.70,26.947206280460409379,963751,2019,25970397.00,318923,33.09,1.20,-0.95
10-December-2012,28.10,28.30,27.50,27.65,27.862268537898667381,1672196,1567,46591174.00,941324,56.29,0.80,-0.45
7-December-2012,28.40,28.65,27.90,28.05,28.261653689569279425,1926214,2737,54437993.00,1339649,69.55,0.75,-0.35
6-December-2012,28.10,28.30,27.75,28.20,28.091192672453654180,2173497,1666,61056123.00,1760512,81.00,0.55,0.10
5-December-2012,27.50,27.80,27.35,27.55,27.511583929235729343,483860,1000,13311755.00,188418,38.94,0.45,0.05
4-December-2012,27.40,28.10,27.05,27.35,27.397648696453505208,1857778,2654,50898749.00,979499,52.72,1.05,-0.05
3-December-2012,28.35,28.70,27.60,27.75,27.961444599899817648,810522,1952,22663366.00,334444,41.26,1.10,-0.60
30-November-2012,28.00,28.65,27.90,28.35,28.280609610579338998,1158182,2554,32754093.00,619503,53.49,0.75,0.35
29-November-2012,27.95,28.10,27.50,27.95,27.842901016096430880,880133,2364,24505456.00,481710,54.73,0.60,0.00
27-November-2012,27.50,28.05,27.35,27.85,27.752331518831785429,1138421,2658,31593837.00,402681,35.37,0.70,0.35
26-November-2012,26.80,27.80,26.80,27.35,27.350223565548020614,1201661,3143,32865697.00,471549,39.24,1.00,0.55
23-November-2012,26.25,27.00,26.05,26.80,26.441823126484320117,1061934,2131,28079471.00,260076,24.49,0.95,0.55
22-November-2012,25.65,26.35,25.35,26.00,25.819739334483051087,848904,1912,21918480.00,166446,19.61,1.00,0.35
21-November-2012,26.00,26.05,25.20,25.35,25.502859095633984391,1401667,2162,35746516.00,691710,49.35,0.85,-0.65
20-November-2012,26.65,27.00,25.20,25.75,25.923503582710348433,837634,2236,21714408.00,290809,34.72,1.80,-0.90
19-November-2012,27.30,27.45,26.10,26.40,26.832475850743454770,1007795,2756,27041635.00,318580,31.61,1.35,-0.90
16-November-2012,28.50,28.50,27.10,27.40,27.786861773470822389,1391238,3627,38658138.00,479604,34.47,1.40,-1.10
15-November-2012,27.00,28.35,26.75,28.20,27.967030067175205056,2758756,5640,77154212.00,863657,31.31,1.60,1.20
13-November-2012,27.50,27.50,26.85,27.00,27.088420523891730902,788369,2152,21355671.00,368598,46.75,0.65,-0.50
12-November-2012,25.85,26.95,25.70,26.85,26.460476517314467222,2216037,8503,58637395.00,944868,42.64,1.25,1.00
9-November-2012,24.55,25.80,24.55,25.70,25.485007920782861939,3222535,6839,82126330.00,1270039,39.41,1.25,1.15
8-November-2012,24.50,24.90,23.90,24.10,24.236129910245521454,817118,2058,19803778.00,222902,27.28,1.00,-0.40
7-November-2012,24.00,24.90,24.00,24.80,24.647727158166402871,793544,1867,19559056.00,384438,48.45,0.90,0.80
6-November-2012,24.25,24.60,24.15,24.30,24.418500858575797996,1189761,2644,29052180.00,498905,41.93,0.45,0.05
5-November-2012,25.15,25.15,23.75,24.00,24.075920873388883929,515326,1073,12406948.00,143777,27.90,1.40,-1.15
2-November-2012,24.00,24.50,23.90,24.15,24.031860864774308864,6243710,2906,150047970.00,5485214,87.85,0.60,0.15
1-November-2012,23.45,23.70,23.30,23.60,23.510160132999112764,232182,956,5458636.00,100518,43.29,0.40,0.15
31-October-2012,23.10,23.55,22.95,23.45,23.207035170706348021,194281,904,4508686.00,109592,56.41,0.60,0.35
30-October-2012,23.00,23.55,22.90,23.00,23.181317541003253368,342107,1169,7930491.00,105248,30.76,0.65,0.00
29-October-2012,23.25,23.40,23.00,23.05,23.121341963941332964,404452,1156,9351473.00,205411,50.79,0.40,-0.20
26-October-2012,23.40,23.40,23.00,23.15,23.145278406387237149,275299,1000,6371872.00,102322,37.17,0.40,-0.25
25-October-2012,23.40,23.55,23.15,23.25,23.268944821529523450,281251,815,6544414.00,141628,50.36,0.40,-0.15
23-October-2012,23.60,23.75,23.25,23.35,23.448749380199438047,290416,839,6809892.00,88063,30.32,0.50,-0.25
22-October-2012,23.45,23.65,23.20,23.50,23.419300525905337039,250045,1808,5855879.00,112766,45.10,0.45,0.05
19-October-2012,23.55,23.70,23.35,23.40,23.528374367699456011,262138,1345,6167681.00,113562,43.32,0.35,-0.15
18-October-2012,23.50,23.60,23.25,23.45,23.437565607987696213,245778,1296,5760438.00,82343,33.50,0.35,-0.05
17-October-2012,23.60,23.65,23.10,23.35,23.365277305932636110,491569,1678,11485646.00,272511,55.44,0.55,-0.25
16-October-2012,23.80,23.95,23.35,23.45,23.676880659209825484,191502,1017,4534170.00,88025,45.97,0.60,-0.35
15-October-2012,24.00,24.00,23.65,23.70,23.751994246109585458,259998,840,6175471.00,81252,31.25,0.35,-0.30
12-October-2012,24.00,24.20,23.70,23.85,23.949211952571796415,240785,816,5766611.00,76997,31.98,0.50,-0.15
11-October-2012,23.70,24.00,23.45,23.95,23.744663449439699199,270212,1122,6416093.00,110640,40.95,0.55,0.25
10-October-2012,24.00,24.25,23.75,23.75,23.849732084850724473,335554,867,8002873.00,137494,40.98,0.50,-0.25
9-October-2012,24.15,24.30,23.75,24.05,24.019283989816911067,532255,1206,12784384.00,166473,31.28,0.55,-0.10
8-October-2012,24.50,24.65,24.10,24.15,24.259298623246614054,446921,1243,10841990.00,127339,28.49,0.55,-0.35
5-October-2012,24.75,24.90,23.00,24.70,24.571492637887721175,1304449,2653,32052259.00,491353,37.67,1.90,-0.05
4-October-2012,24.50,24.90,24.45,24.70,24.710396928117131965,791176,1796,19550273.00,382933,48.40,0.45,0.20
3-October-2012,24.30,25.00,24.30,24.45,24.633012128044600534,1231196,2430,30328066.00,444246,36.08,0.70,0.15
1-October-2012,24.00,24.30,23.85,24.00,23.995664102473622922,453424,1137,10880210.00,202745,44.71,0.45,0.00
28-September-2012,24.00,24.40,24.00,24.05,24.182773267492467358,477920,1198,11557431.00,187115,39.15,0.40,0.05
27-September-2012,24.25,24.45,23.65,23.85,24.058317902518619222,709079,1257,17059248.00,432594,61.01,0.80,-0.40
26-September-2012,24.70,24.80,24.05,24.20,24.378857793061050603,556309,1096,13562178.00,250421,45.01,0.75,-0.50
25-September-2012,24.55,24.85,24.25,24.50,24.468646798043121093,544745,1523,13329173.00,207252,38.05,0.60,-0.05
24-September-2012,24.20,24.70,24.00,24.40,24.336230966890163066,916495,2437,22304034.00,369620,40.33,0.70,0.20
21-September-2012,23.80,24.25,23.45,24.00,23.868552270744578888,1278105,3240,30506516.00,555373,43.45,0.80,0.20
20-September-2012,22.50,23.85,22.50,23.65,23.318044375299141022,1059283,2298,24700408.00,406606,38.39,1.35,1.15
18-September-2012,23.00,23.35,22.80,23.05,23.086142137652404664,527953,1614,12188398.00,183825,34.82,0.55,0.05
17-September-2012,22.10,23.15,21.85,23.00,22.622129820836430637,1357363,2790,30706442.00,639420,47.11,1.30,0.90
14-September-2012,21.35,22.30,21.25,21.85,21.818223483877950874,1182573,2554,25801642.00,441202,37.31,1.05,0.50
13-September-2012,21.70,21.80,21.10,21.15,21.382548254457307265,706256,1535,15101553.00,299608,42.42,0.70,-0.55
12-September-2012,21.15,21.55,20.95,21.50,21.289872444777922149,546430,1623,11633425.00,171210,31.33,0.60,0.35
11-September-2012,21.00,21.10,20.65,20.80,20.782756780056594460,447747,972,9305417.00,154441,34.49,0.45,-0.20
10-September-2012,21.15,21.40,21.05,21.10,21.178745367108769565,326470,844,6914225.00,104593,32.04,0.35,-0.05
